"ID" "Description" "GeneRatio" "BgRatio" "RichFactor" "FoldEnrichment" "zScore" "pvalue" "p.adjust" "qvalue" "geneID" "Count" "category" "subcategory" "ONTOLOGY"
"GO:0141085" "GO:0141085" "regulation of inflammasome-mediated signaling pathway" "13/1554" "48/13317" 0.270833333333333 2.32090572715573 3.33216652235558 0.00268241831152733 0.547964412678803 0.547964412678803 "Abhd17a/Atat1/Cptp/Hspa8/Ifi203/Ifi206/Ifi213/Ifi214/Igtp/Mavs/Mndal/Ogt/Sirt2" 13 "" "" "BP"
"GO:1903539" "GO:1903539" "protein localization to postsynaptic membrane" "13/1554" "48/13317" 0.270833333333333 2.32090572715573 3.33216652235558 0.00268241831152733 0.547964412678803 0.547964412678803 "Cnih3/Dlg2/Dlg4/Git1/Gpc4/Kalrn/Nbea/Neto2/Ogt/Rab11a/Rab8a/Snap23/Vamp2" 13 "" "" "BP"
"GO:0061045" "GO:0061045" "negative regulation of wound healing" "12/1554" "43/13317" 0.27906976744186 2.3914878333483 3.32174344363542 0.00294479041473891 0.560820848654208 0.560820848654208 "Alox12/Cd9/Gp1ba/Gp5/Mmrn1/Pdgfa/Prkg1/Pros1/Serpine2/Tfpi/Thbs1/Ubash3b" 12 "" "" "BP"
"GO:0071806" "GO:0071806" "protein transmembrane transport" "16/1554" "66/13317" 0.242424242424242 2.07745407745408 3.18933223054852 0.00318280451225433 0.560820848654208 0.560820848654208 "Bcr/Chchd4/Exoc4/Hpse/Hspa8/Hspd1/Ift20/Pam16/Pex1/Pex5/Pex7/Rab11a/Rtn2/Timm17b/Tomm40/Tomm7" 16 "" "" "BP"
"GO:0140972" "GO:0140972" "negative regulation of AIM2 inflammasome complex assembly" "5/1554" "10/13317" 0.5 4.28474903474903 3.77672590552964 0.00326663122637103 0.560820848654208 0.560820848654208 "Ifi203/Ifi206/Ifi213/Ifi214/Mndal" 5 "" "" "BP"
"GO:1900046" "GO:1900046" "regulation of hemostasis" "13/1554" "49/13317" 0.26530612244898 2.27354030415255 3.24609596139218 0.0032684156471169 0.560820848654208 0.560820848654208 "Alox12/Cd9/Gp1ba/Gp5/Hpse/Pdgfa/Prkg1/Pros1/Serpine2/Tfpi/Thbs1/Ubash3b/Vwf" 13 "" "" "BP"
"GO:0051654" "GO:0051654" "establishment of mitochondrion localization" "8/1554" "23/13317" 0.347826086956522 2.98069498069498 3.45546925972111 0.00329442440956065 0.560820848654208 0.560820848654208 "Actr10/Hap1/Hdac6/Hsbp1/Myo19/Pkd1/Tspan9/Uchl1" 8 "" "" "BP"
"GO:0141084" "GO:0141084" "inflammasome-mediated signaling pathway" "14/1554" "55/13317" 0.254545454545455 2.18132678132678 3.19080478526686 0.00350041051173506 0.574293463059643 0.574293463059643 "Abhd17a/Atat1/Cptp/Hspa8/Ifi203/Ifi206/Ifi213/Ifi214/Igtp/Mavs/Mndal/Nlrp6/Ogt/Sirt2" 14 "" "" "BP"
"GO:0051604" "GO:0051604" "protein maturation" "76/1554" "484/13317" 0.15702479338843 1.34562366380548 2.81523987563369 0.00406356253798057 0.574293463059643 0.574293463059643 "Aasdhppt/Ahsa1/Ahsa2/Aip/B2m/Casp3/Cct6a/Cct7/Chchd4/Chordc1/Clec3b/Clu/Cpe/Ctla2a/Ctsz/Dhcr24/Dnaja1/Dnajb1/Dnajb4/Dnajc7/Eno1b/Fbln1/Fkbp5/Fkbp8/Galnt2/Ggt1/Gp1ba/Gp1bb/Gp5/Gp9/Gsn/Hsp90aa1/Hsp90ab1/Hspa4l/Hspa8/Hspd1/Ifi203/Ifi206/Ifi213/Ifi214/Ikbkb/Immp1l/Inpp5b/Itgb3/Metap1/Mndal/Naa16/Nlrp6/Ogt/Pdcd5/Pfdn1/Pgap2/Pgap3/Pigc/Pigl/Pitrm1/Ppid/Ppif/Ppil1/Ppil2/Ppil3/Ppwd1/Ptges3/Ptges3-ps/Pyurf/Qsox1/Ric8a/S100a10/Sdf2/Serpine2/Spcs2/Srgn/Tbc1d10a/Thbs1/Tspan17/Ufsp1" 76 "" "" "BP"
"GO:0031639" "GO:0031639" "plasminogen activation" "7/1554" "19/13317" 0.368421052631579 3.15718349928876 3.41998402753097 0.00410687914742179 0.574293463059643 0.574293463059643 "Clec3b/Ctsz/Dhcr24/Eno1b/S100a10/Serpine2/Thbs1" 7 "" "" "BP"
"GO:0007188" "GO:0007188" "adenylate cyclase-modulating G protein-coupled receptor signaling pathway" "25/1554" "124/13317" 0.201612903225806 1.72772138497945 2.95908575097503 0.0042433818428501 0.574293463059643 0.574293463059643 "Adcy5/Adcy9/Adgrd1/Adgrg1/Dgkq/Ffar4/Gabbr1/Gnaz/Gpr146/Gpr171/Grk5/Itgb3/P2ry1/P2ry12/Pde3a/Pf4/Pomc/Prkar2b/Ptger1/Ptger3/Ptgir/Ramp2/Ric8a/S1pr3/Sstr4" 25 "" "" "BP"
"GO:0007517" "GO:0007517" "muscle organ development" "43/1554" "246/13317" 0.17479674796748 1.49792039426186 2.86501178698645 0.00426333659961356 0.574293463059643 0.574293463059643 "Adarb1/Angpt1/Bmp2/Ccnt2/Cenpf/Cops2/Epor/Etv1/Fbxo22/Fhl1/Fkbp1a/Fktn/Frg1/Fxr1/Gm34220/Hspa8/Itgb1/Lmna/Luc7l/Mapk14/Med1/Med20/Myl6/Myl6b/Mylpf/Myom1/Neurl1a/Plagl1/Pmp22/Ppif/Rps6kb1/Scn8a/Sgcb/Sirt2/Sirt6/Smo/Stra6/Tcf7l2/Trim72/Uqcc2/Usp19/Usp2/Wnt10b" 43 "" "" "BP"
"GO:0043484" "GO:0043484" "regulation of RNA splicing" "31/1554" "164/13317" 0.189024390243902 1.61984414728317 2.90298887013256 0.00441078634534573 0.574293463059643 0.574293463059643 "Akt2/Clk4/Fam50a/Fus/Hnrnph1/Hnrnpl/Hspa8/Jmjd6/Kat2a/Khdrbs3/Prdx6/Prx/Ptbp2/Rbm12/Rbm12b1/Rbm38/Rbm4/Rbpms2/Rrp1b/Sf1/Sfswap/Smn1/Snrnp70/Srsf12/Srsf2/Srsf6/Srsf7/Tra2a/U2af2/Upf3b/Wdr77" 31 "" "" "BP"
"GO:0030220" "GO:0030220" "platelet formation" "8/1554" "24/13317" 0.333333333333333 2.85649935649936 3.30858482479361 0.00444343612091438 0.574293463059643 0.574293463059643 "Clec1b/Gata1/Mpig6b/Mpl/Ptpn11/Tal1/Tpm4/Tubb1" 8 "" "" "BP"
"GO:0035855" "GO:0035855" "megakaryocyte development" "8/1554" "24/13317" 0.333333333333333 2.85649935649936 3.30858482479361 0.00444343612091438 0.574293463059643 0.574293463059643 "Gp1ba/Gp1bb/Gp5/Gp9/Med1/Mpig6b/Ptpn11/Tal1" 8 "" "" "BP"
"GO:0090330" "GO:0090330" "regulation of platelet aggregation" "8/1554" "24/13317" 0.333333333333333 2.85649935649936 3.30858482479361 0.00444343612091438 0.574293463059643 0.574293463059643 "Alox12/Cd9/Mfsd2b/Mmrn1/Prkca/Prkg1/Serpine2/Ubash3b" 8 "" "" "BP"
"GO:0072594" "GO:0072594" "establishment of protein localization to organelle" "62/1554" "383/13317" 0.161879895561358 1.3872294525036 2.79482547220166 0.00454478722503667 0.574293463059643 0.574293463059643 "Agap3/Aip/Angpt1/Ap4m1/Apod/Cct6a/Cct7/Chchd4/Clu/Cox18/Dnaja1/Efcab7/Gbp4/Heatr3/Hikeshi/Hk1/Hsp90aa1/Hsp90ab1/Hspa8/Hspd1/Hyal2/Igtp/Immp1l/Ipo11/Ipo9/Kpna1/Lamp5/Lmna/Mapk14/Mavs/Med1/Mon1a/Mterf4/Nutf2/Nutf2-ps1/Pam16/Pdcd5/Pex1/Pex5/Pex7/Pola2/Prickle1/Pttg1ip/Rab10/Rab11a/Rab23/Sgtb/Sirt6/Smo/Snx16/Spcs2/Sqstm1/Srp14/Tardbp/Terf1/Timm17b/Tomm40/Tomm7/Tspan17/Tspo/Vps53/Wbp2" 62 "" "" "BP"
"GO:0062237" "GO:0062237" "protein localization to postsynapse" "13/1554" "51/13317" 0.254901960784314 2.18438186085245 3.08006719321527 0.00475202409508764 0.574293463059643 0.574293463059643 "Cnih3/Dlg2/Dlg4/Git1/Gpc4/Kalrn/Nbea/Neto2/Ogt/Rab11a/Rab8a/Snap23/Vamp2" 13 "" "" "BP"
"GO:0072376" "GO:0072376" "protein activation cascade" "6/1554" "15/13317" 0.4 3.42779922779923 3.41942654418217 0.00491590760692892 0.574293463059643 0.574293463059643 "Fbln1/Gp1ba/Gp1bb/Gp5/Gp9/Itgb3" 6 "" "" "BP"
"GO:0150116" "GO:0150116" "regulation of cell-substrate junction organization" "14/1554" "57/13317" 0.245614035087719 2.10478899952584 3.0380740773253 0.00495472011799671 0.574293463059643 0.574293463059643 "Actg1/Apod/Arhgap6/Dusp3/Gpm6b/Kdr/Lamtor2/Lims1/Mapre2/Ptpn11/Rac1/S100a10/Vcl/Wdpcp" 14 "" "" "BP"
"GO:0042060" "GO:0042060" "wound healing" "51/1554" "305/13317" 0.167213114754098 1.43293246408001 2.78004225879374 0.00501281854099429 0.574293463059643 0.574293463059643 "Actg1/Alox12/Aqp1/Cd151/Cd9/Epb41l4b/F2rl2/F2rl3/F5/Fbln1/Fermt3/Gas6/Gata1/Gp1ba/Gp1bb/Gp5/Gp6/Gp9/Hpse/Itgb1/Itgb3/Itgb5/Kdr/Mfsd2b/Mmrn1/Mpig6b/Nlrp6/P2rx1/P2ry1/P2ry12/Pdgfa/Pf4/Plek/Plpp3/Prkca/Prkg1/Pros1/S100a10/Selp/Serpine2/Slc6a4/Srsf6/Tfpi/Thbs1/Treml1/Trim72/Tspan9/Tubb1/Ubash3b/Vwf/Yap1" 51 "" "" "BP"
"GO:0061077" "GO:0061077" "chaperone-mediated protein folding" "15/1554" "63/13317" 0.238095238095238 2.04035668321383 3.00837800631672 0.00506034968429292 0.574293463059643 0.574293463059643 "Cct6a/Cct7/Chordc1/Clu/Dnajb1/Dnajb4/Dnajc7/Fkbp5/Hsp90ab1/Hspa8/Pdcd5/Ppid/Ptges3/Ptges3-ps/Sdf2" 15 "" "" "BP"
"GO:0031647" "GO:0031647" "regulation of protein stability" "51/1554" "306/13317" 0.166666666666667 1.42824967824968 2.754582424226 0.00535283775863795 0.58863175990969 0.58863175990969 "Akt2/Bmp2/Capn3/Casp3/Ccnh/Cct6a/Cct7/Cd81/Cep63/Clu/D7Ertd443e/Dcaf11/Ddrgk1/Derl1/Dubr/Dvl1/Dvl3/Fbxw11/Gsn/Hdac6/Hsp90aa1/Hsp90ab1/Hspa8/Hspd1/Igtp/Ipo9/Kat2a/Lmna/Lss/Mfsd8/Mosmo/Naa16/Nckap1/Otud3/Plpp3/Ptges3/Ptges3-ps/Pyurf/Rtn4/Serf2/Sirt6/Smo/Tardbp/Tomm7/Trim21/Usp19/Usp2/Usp36/Usp46/Usp48/Wnt10b" 51 "" "" "BP"
"GO:0019896" "GO:0019896" "axonal transport of mitochondrion" "5/1554" "11/13317" 0.454545454545455 3.8952263952264 3.49147120360038 0.00541721024393096 0.58863175990969 0.58863175990969 "Actr10/Hap1/Hdac6/Hsbp1/Uchl1" 5 "" "" "BP"
"GO:0048169" "GO:0048169" "regulation of long-term neuronal synaptic plasticity" "8/1554" "25/13317" 0.32 2.74223938223938 3.16910053291069 0.00587691315552582 0.625279072609799 0.6252790726098 "Dlg4/Fxr1/Kdr/Neurl1a/Nptn/Rab11a/Rab8a/Shank3" 8 "" "" "BP"
"GO:0008277" "GO:0008277" "regulation of G protein-coupled receptor signaling pathway" "22/1554" "108/13317" 0.203703703703704 1.7456384956385 2.82786440381756 0.0061964076674263 0.638047249599489 0.638047249599489 "Ada/Arrb1/Cry1/Dgkq/Git1/Grk5/Homer2/Inpp5a/Itgb1/Itgb3/Pde3a/Pde5a/Plek/Pomc/Prkca/Ptger3/Ramp2/Rgs10/Rgs18/Ric8a/Sag/Sstr4" 22 "" "" "BP"
"GO:0030705" "GO:0030705" "cytoskeleton-dependent intracellular transport" "31/1554" "168/13317" 0.18452380952381 1.58127642949072 2.75577872499964 0.00634558756925422 0.638047249599489 0.638047249599489 "Actn4/Actr10/Arl3/Atg16l1/Bicd2/Borcs8/Copg1/Dlg2/Fbxw11/Fyco1/Hap1/Hdac6/Hsbp1/Hspa8/Ift20/Ift22/Intu/Kif2a/Kif5a/Myo10/Myo19/Nefh/Prickle1/Rab27b/Sfpq/Ssx2ip/Tmem201/Traf3ip1/Ttc21b/Uchl1/Wdpcp" 31 "" "" "BP"
"GO:0007160" "GO:0007160" "cell-matrix adhesion" "32/1554" "175/13317" 0.182857142857143 1.56699393270822 2.74422714865949 0.00644723666095894 0.638047249599489 0.638047249599489 "Acer2/Actg1/Apod/Arhgap6/Bcr/Ccl25/Dusp3/Fermt3/Gp5/Gpm6b/Hpse/Ilk/Itga2/Itga2b/Itga6/Itga8/Itgb1/Itgb3/Itgb5/Kdr/Lims1/Mink1/Ninj1/Ptpn11/Rac1/S100a10/Taok2/Thbs1/Vcl/Wdpcp/Whamm/Zyx" 32 "" "" "BP"
"GO:0007044" "GO:0007044" "cell-substrate junction assembly" "18/1554" "83/13317" 0.216867469879518 1.85844536446946 2.85140884747443 0.00649666281166505 0.638047249599489 0.638047249599489 "Actg1/Apod/Arhgap6/Bcr/Dusp3/Gpm6b/Itga2/Itgb3/Kdr/Lims1/Ptpn11/Rac1/S100a10/Taok2/Tln1/Vcl/Wdpcp/Whamm" 18 "" "" "BP"
"GO:0044743" "GO:0044743" "protein transmembrane import into intracellular organelle" "10/1554" "36/13317" 0.277777777777778 2.38041613041613 3.01438860544721 0.00665902246090027 0.641653352977692 0.641653352977692 "Chchd4/Hspa8/Hspd1/Pam16/Pex1/Pex5/Pex7/Timm17b/Tomm40/Tomm7" 10 "" "" "BP"
"GO:0042306" "GO:0042306" "regulation of protein import into nucleus" "15/1554" "65/13317" 0.230769230769231 1.97757647757648 2.87157431249169 0.00687778733429086 0.647368604690847 0.647368604690847 "Angpt1/Apod/Efcab7/Gbp4/Hsp90aa1/Hsp90ab1/Hyal2/Mapk14/Mavs/Nutf2/Nutf2-ps1/Rab23/Sirt6/Smo/Tardbp" 15 "" "" "BP"
"GO:0010755" "GO:0010755" "regulation of plasminogen activation" "6/1554" "16/13317" 0.375 3.21356177606178 3.2200516903932 0.00709861794844085 0.647368604690847 0.647368604690847 "Clec3b/Ctsz/Eno1b/S100a10/Serpine2/Thbs1" 6 "" "" "BP"
"GO:0098810" "GO:0098810" "neurotransmitter reuptake" "6/1554" "16/13317" 0.375 3.21356177606178 3.2200516903932 0.00709861794844085 0.647368604690847 0.647368604690847 "Gpm6b/Itgb1/Itgb3/Slc18a2/Slc22a3/Slc6a4" 6 "" "" "BP"
"GO:0036344" "GO:0036344" "platelet morphogenesis" "8/1554" "26/13317" 0.307692307692308 2.63676863676864 3.03632665115654 0.00763628609168483 0.662268199669001 0.662268199669001 "Clec1b/Gata1/Mpig6b/Mpl/Ptpn11/Tal1/Tpm4/Tubb1" 8 "" "" "BP"
"GO:0061515" "GO:0061515" "myeloid cell development" "20/1554" "97/13317" 0.206185567010309 1.76690681845321 2.75528222550487 0.00767274116343585 0.662268199669001 0.662268199669001 "Ercc2/Gata1/Gp1ba/Gp1bb/Gp5/Gp9/Hba-a2/Hdac6/Heatr3/Jmjd6/Med1/Mpig6b/Ninj1/Pla2g10/Ptpn11/Rac1/Slc25a40/Slc9b2/Tal1/Tspan2" 20 "" "" "BP"
"GO:0006837" "GO:0006837" "serotonin transport" "7/1554" "21/13317" 0.333333333333333 2.85649935649936 3.09454853904425 0.00768991360704013 0.662268199669001 0.662268199669001 "Gpm6b/Itgb3/Maob/P2rx1/Slc18a2/Slc22a3/Slc6a4" 7 "" "" "BP"
"GO:0070588" "GO:0070588" "calcium ion transmembrane transport" "39/1554" "226/13317" 0.172566371681416 1.47880718898418 2.63865021194177 0.00778071117684356 0.662268199669001 0.662268199669001 "Cacna1a/Cacna2d4/Calm3/Capn3/Cracr2a/F2rl3/Fasl/Fcrl5/Fkbp1a/Gas6/Gem/Gp1ba/Gp1bb/Gp5/Gp9/Hap1/Hrh1/Itgb3/Mcoln1/Mcu/Mcur1/Orai1/P2rx1/P2rx3/P2ry12/Panx1/Pkd1/Plp1/Ptger3/Slc24a3/Slc24a5/Smdt1/Tmc1/Tpcn1/Trpc1/Trpc2/Trpc6/Ubash3b/Ucp2" 39 "" "" "BP"
"GO:0030032" "GO:0030032" "lamellipodium assembly" "15/1554" "66/13317" 0.227272727272727 1.9476131976132 2.80499501229994 0.00796454698783105 0.66680231912874 0.66680231912874 "Abi2/Aqp1/Avil/Carmil1/Hsp90aa1/Itgb1/Nck2/Nckap1/P2ry12/Parvb/Pmp22/Rac1/Twf1/Vcl/Whamm" 15 "" "" "BP"
"GO:0007620" "GO:0007620" "copulation" "5/1554" "12/13317" 0.416666666666667 3.5706241956242 3.23798719164877 0.0084032738092825 0.672876131834495 0.672876131834495 "Ada/P2rx1/P2ry1/Serpine2/Slc6a4" 5 "" "" "BP"
"GO:0070493" "GO:0070493" "thrombin-activated receptor signaling pathway" "5/1554" "12/13317" 0.416666666666667 3.5706241956242 3.23798719164877 0.0084032738092825 0.672876131834495 0.672876131834495 "Dgkq/F2rl2/F2rl3/Hpgd/Plek" 5 "" "" "BP"
