"ID" "Description" "GeneRatio" "BgRatio" "RichFactor" "FoldEnrichment" "zScore" "pvalue" "p.adjust" "qvalue" "geneID" "Count" "category" "subcategory" "ONTOLOGY"
"GO:0019058" "GO:0019058" "viral life cycle" "33/760" "238/13317" 0.138655462184874 2.42957209199469 5.47467083376627 1.93039082452143e-06 0.000745130858265273 0.000721910750452609 "Agtr1a/Bsg/Cd300lf/Clec4g/Fcnb/Gbp7/Ifi203-ps/Ifitm1/Ifitm3/Ifnb1/Ifnl3/Isg15/Isg20/Naip5/Nectin1/Nectin2/Oas1a/Oas1b/Oas1e/Oas1g/Oas2/Oas3/Oasl2/Pcx/Pkn2/Plscr1/Rad23a/Rsad2/Trim10/Trim12c/Trim30a/Trim34b/Trim58" 33 "" "" "BP"
"GO:0009615" "GO:0009615" "response to virus" "42/760" "347/13317" 0.121037463976945 2.12086303655392 5.20472801029496 3.1132543492472e-06 0.00110157316390864 0.00106724543832088 "Bcl2l1/Bnip3l/Bnip3l-ps/Card9/Cxcl9/Ddit4/Gbp7/Gsdme/Ifi203-ps/Ifit1/Ifit1bl2/Ifit3b/Ifitm1/Ifitm3/Ifnb1/Ifnl2/Ifnl3/Irf7/Isg15/Isg20/Itgax/Mst1r/Mx1/Nt5c3/Oas1a/Oas1b/Oas1e/Oas1g/Oas2/Oas3/Oasl2/Plscr1/Riok3/Rsad2/Rtp4/Selenok/Serinc3/Trim12c/Trim30a/Trim34b/Usp18/Zdhhc1" 42 "" "" "BP"
"GO:0006958" "GO:0006958" "complement activation, classical pathway" "9/760" "26/13317" 0.346153846153846 6.06543522267207 6.3602670838068 7.93798785209216e-06 0.00259266895538333 0.00251187502234625 "C2/C4b/Cd55b/Igha/Ighg1/Ighg2b/Ighg2c/Serping1/Trem2" 9 "" "" "BP"
"GO:0019730" "GO:0019730" "antimicrobial humoral response" "15/760" "74/13317" 0.202702702702703 3.55183143669986 5.41533584887683 1.49755966121914e-05 0.00376962241131932 0.00365215171763787 "Camp/Ccl21a/Ccl22/Ctsg/Cxcl12/Cxcl9/Igha/Ighg1/Ighg2b/Ighg2c/Jchain/Lgals4/Rarres2/Wfdc17/Wfdc21" 15 "" "" "BP"
"GO:0019079" "GO:0019079" "viral genome replication" "19/760" "111/13317" 0.171171171171171 2.99932432432432 5.20367105131813 1.5191963463048e-05 0.00376962241131932 0.00365215171763787 "Gbp7/Ifi203-ps/Ifitm1/Ifitm3/Ifnb1/Ifnl3/Isg15/Isg20/Oas1a/Oas1b/Oas1e/Oas1g/Oas2/Oas3/Oasl2/Pkn2/Plscr1/Rad23a/Rsad2" 19 "" "" "BP"
"GO:0032682" "GO:0032682" "negative regulation of chemokine production" "9/760" "28/13317" 0.321428571428571 5.63218984962406 6.03628807481641 1.58251300703335e-05 0.00376962241131932 0.00365215171763787 "Arg2/Cd24a/Lilrb4a/Mefv/Oas1a/Oas1b/Oas1e/Oas1g/Oas3" 9 "" "" "BP"
"GO:0035455" "GO:0035455" "response to interferon-alpha" "9/760" "28/13317" 0.321428571428571 5.63218984962406 6.03628807481641 1.58251300703335e-05 0.00376962241131932 0.00365215171763787 "Ifi204/Ifit1/Ifitm1/Ifitm3/Oas1a/Oas1b/Oas1e/Oas1g/Plscr1" 9 "" "" "BP"
"GO:0035456" "GO:0035456" "response to interferon-beta" "14/760" "66/13317" 0.212121212121212 3.71686602870813 5.4433543460148 1.66594441235773e-05 0.00376962241131932 0.00365215171763787 "Gbp7/Gm4841/Ifi204/Ifi211/Ifit1/Ifitm1/Ifitm3/Ifnb1/Iigp1/Oas1a/Oas1b/Oas1e/Oas1g/Plscr1" 14 "" "" "BP"
"GO:0060337" "GO:0060337" "type I interferon-mediated signaling pathway" "13/760" "58/13317" 0.224137931034483 3.92742740471869 5.49661714072986 1.77561112167655e-05 0.00376962241131932 0.00365215171763787 "Ifitm1/Ifitm3/Ifnb1/Irf7/Isg15/Oas1a/Oas1b/Oas1e/Oas1g/Oas2/Oas3/Oasl2/Usp18" 13 "" "" "BP"
"GO:0071357" "GO:0071357" "cellular response to type I interferon" "13/760" "58/13317" 0.224137931034483 3.92742740471869 5.49661714072986 1.77561112167655e-05 0.00376962241131932 0.00365215171763787 "Ifitm1/Ifitm3/Ifnb1/Irf7/Isg15/Oas1a/Oas1b/Oas1e/Oas1g/Oas2/Oas3/Oasl2/Usp18" 13 "" "" "BP"
"GO:0071639" "GO:0071639" "positive regulation of monocyte chemotactic protein-1 production" "7/760" "17/13317" 0.411764705882353 7.21509287925697 6.30807728631749 2.25258606751122e-05 0.00436169739345277 0.00422577618901094 "Ager/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Selenok" 7 "" "" "BP"
"GO:0019731" "GO:0019731" "antibacterial humoral response" "10/760" "36/13317" 0.277777777777778 4.86732456140351 5.7160658807961 2.25994683598589e-05 0.00436169739345277 0.00422577618901094 "Camp/Ctsg/Igha/Ighg1/Ighg2b/Ighg2c/Jchain/Lgals4/Wfdc17/Wfdc21" 10 "" "" "BP"
"GO:0045088" "GO:0045088" "regulation of innate immune response" "46/760" "427/13317" 0.107728337236534 1.88765561444595 4.58651402045297 2.37604967657752e-05 0.00438639431597746 0.00424970349476657 "Alpk1/Brcc3/Card9/Cd14/Cd300c2/Cd300e/Cd300lf/Cd36/Clec4e/Fcna/Fcnb/Gbp7/Havcr2/Hspa1b/Ifi203-ps/Ifi204/Ifi211/Irf7/Isg15/Mefv/Nectin2/Nr1h3/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Pik3r6/Plscr1/Pparg/Raet1e/Rasgrp4/Riok3/Rsad2/Sec14l1/Serping1/Slc15a2/Smpdl3b/Tax1bp1/Trafd1/Trem2/Trem3/Trim12c/Trim30a/Usp15/Usp18" 46 "" "" "BP"
"GO:0006778" "GO:0006778" "porphyrin-containing compound metabolic process" "10/760" "38/13317" 0.263157894736842 4.61114958448753 5.48409960004906 3.78800766201927e-05 0.00670161688872243 0.00649277804525058 "Alas2/Ank1/Blvrb/Cyp2a5/Hebp1/Hmbs/Ppox/Slc6a9/Urod/Uros" 10 "" "" "BP"
"GO:0031349" "GO:0031349" "positive regulation of defense response" "48/760" "462/13317" 0.103896103896104 1.82050580997949 4.41588088555003 4.03603825719204e-05 0.00673663864520718 0.00652670843777913 "Alpk1/Brcc3/Card9/Cd14/Cd24a/Cd300lf/Cd36/Cebpa/Clec4e/Fabp4/Fcgr3/Fcna/Fcnb/Gbp7/Havcr2/Hspa1b/Ifi203-ps/Ifi204/Ifi211/Ighg1/Ighg2b/Irf7/Lilra5/Map3k8/Mdk/Mefv/Nectin2/Nr1h3/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Plscr1/Raet1e/Rasgrp4/Riok3/Rsad2/Sec14l1/Slc15a2/Smpdl3b/Snca/Tax1bp1/Trem2/Trem3/Trim12c/Trim30a/Usp15" 48 "" "" "BP"
"GO:0050873" "GO:0050873" "brown fat cell differentiation" "11/760" "46/13317" 0.239130434782609 4.19013157894737 5.3319544380822 4.12512022551547e-05 0.00673663864520718 0.00652670843777913 "Adrb1/Arl4a/Cebpa/Fabp4/Lrg1/Metrnl/Pex11a/Pparg/Rarres2/Selenbp1/Slc2a4" 11 "" "" "BP"
"GO:0034340" "GO:0034340" "response to type I interferon" "13/760" "63/13317" 0.206349206349206 3.61572681704261 5.11964583737312 4.52214228334933e-05 0.00711148745744492 0.00688987604028429 "Ifitm1/Ifitm3/Ifnb1/Irf7/Isg15/Oas1a/Oas1b/Oas1e/Oas1g/Oas2/Oas3/Oasl2/Usp18" 13 "" "" "BP"
"GO:0002455" "GO:0002455" "humoral immune response mediated by circulating immunoglobulin" "10/760" "39/13317" 0.256410256410256 4.49291497975708 5.37408743878285 4.83636565536578e-05 0.00733400306167254 0.00710545751171785 "C2/C4b/Cd55b/Exo1/Igha/Ighg1/Ighg2b/Ighg2c/Serping1/Trem2" 10 "" "" "BP"
"GO:0019221" "GO:0019221" "cytokine-mediated signaling pathway" "41/760" "380/13317" 0.107894736842105 1.89057132963989 4.33305758958711 6.32591247675025e-05 0.00906136346281955 0.00877898911984005 "Acsl1/Adipor1/Ccl21a/Ccl22/Cd24a/Cd300lf/Cebpa/Csf2ra/Cxcl12/Cxcl9/Cxcr4/F3/Hspa1b/Ifitm1/Ifitm3/Ifnb1/Iigp1/Il17rc/Il1rap/Il22ra2/Il31ra/Irf7/Isg15/Lifr/Lilra5/Lilrb4a/Naip5/Naip6/Oas1a/Oas1b/Oas1e/Oas1g/Oas2/Oas3/Oasl2/Pparg/Sphk1/Tnfrsf17/Tnfsf13b/Trem2/Usp18" 41 "" "" "BP"
"GO:0071605" "GO:0071605" "monocyte chemotactic protein-1 production" "8/760" "26/13317" 0.307692307692308 5.3914979757085 5.51405729136323 6.74910774509907e-05 0.00906136346281955 0.00877898911984005 "Ager/Cd24a/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Selenok" 8 "" "" "BP"
"GO:0071637" "GO:0071637" "regulation of monocyte chemotactic protein-1 production" "8/760" "26/13317" 0.307692307692308 5.3914979757085 5.51405729136323 6.74910774509907e-05 0.00906136346281955 0.00877898911984005 "Ager/Cd24a/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Selenok" 8 "" "" "BP"
"GO:0042168" "GO:0042168" "heme metabolic process" "9/760" "33/13317" 0.272727272727273 4.77882775119617 5.34687923035952 6.82910105535152e-05 0.00906136346281955 0.00877898911984005 "Alas2/Blvrb/Cyp2a5/Hebp1/Hmbs/Ppox/Slc6a9/Urod/Uros" 9 "" "" "BP"
"GO:0140888" "GO:0140888" "interferon-mediated signaling pathway" "14/760" "75/13317" 0.186666666666667 3.27084210526316 4.85167298194661 7.48443472497811e-05 0.00936660580925924 0.00907471936499619 "Ifitm1/Ifitm3/Ifnb1/Irf7/Isg15/Oas1a/Oas1b/Oas1e/Oas1g/Oas2/Oas3/Oasl2/Pparg/Usp18" 14 "" "" "BP"
"GO:0006576" "GO:0006576" "biogenic amine metabolic process" "13/760" "66/13317" 0.196969696969697 3.45137559808612 4.9114332008125 7.53947904746865e-05 0.00936660580925924 0.00907471936499619 "Abat/Abhd4/Acmsd/Agtr1a/Gdpd3/Hnmt/Maoa/Oaz1/Pde1b/Sat1/Smox/Snca/Sult1a1" 13 "" "" "BP"
"GO:0042744" "GO:0042744" "hydrogen peroxide catabolic process" "7/760" "20/13317" 0.35 6.13282894736842 5.65126531848502 7.7209421414054e-05 0.00936660580925924 0.00907471936499619 "Cat/Gpx1/Hbb-bt/Hbb-y/Hbq1b/Prdx2/Snca" 7 "" "" "BP"
"GO:0016032" "GO:0016032" "viral process" "35/760" "312/13317" 0.112179487179487 1.96565030364372 4.24612468076649 9.94852501026839e-05 0.0117337325537777 0.0113680806257687 "Agtr1a/Bsg/Cd300lf/Clec4g/Cxcr4/Fcnb/Gbp7/Ifi203-ps/Ifitm1/Ifitm3/Ifnb1/Ifnl3/Isg15/Isg20/Naip5/Nectin1/Nectin2/Oas1a/Oas1b/Oas1e/Oas1g/Oas2/Oas3/Oasl2/Oaz1/Pcx/Pkn2/Plscr1/Rad23a/Rsad2/Trim10/Trim12c/Trim30a/Trim34b/Trim58" 35 "" "" "BP"
"GO:0006910" "GO:0006910" "phagocytosis, recognition" "7/760" "21/13317" 0.333333333333333 5.84078947368421 5.46155211295425 0.000110141264954855 0.0126394543513058 0.0122455779073563 "Adgrb1/Cd36/Fcgr3/Fcnb/Ighg1/Ighg2b/Trem2" 7 "" "" "BP"
"GO:0009310" "GO:0009310" "amine catabolic process" "5/760" "10/13317" 0.5 8.76118421052632 6.04002387479679 0.000118357703562005 0.0128858156236993 0.0124842619573634 "Hnmt/Maoa/Pde1b/Sat1/Smox" 5 "" "" "BP"
"GO:0060700" "GO:0060700" "regulation of ribonuclease activity" "5/760" "10/13317" 0.5 8.76118421052632 6.04002387479679 0.000118357703562005 0.0128858156236993 0.0124842619573634 "Oas1a/Oas1b/Oas1e/Oas1g/Oas3" 5 "" "" "BP"
"GO:0002833" "GO:0002833" "positive regulation of response to biotic stimulus" "40/760" "380/13317" 0.105263157894737 1.84445983379501 4.10870299789074 0.000132593202436282 0.0140747684386114 0.0136361640821314 "Alpk1/Brcc3/Card9/Cd14/Cd24a/Cd300lf/Cd36/Clec4e/Fcna/Fcnb/Gbp7/Gsdme/Havcr2/Hspa1b/Ifi203-ps/Ifi204/Ifi211/Irf7/Mefv/Nectin2/Nr1h3/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Plscr1/Raet1e/Rasgrp4/Riok3/Rsad2/Sec14l1/Slc15a2/Smpdl3b/Tax1bp1/Trem2/Trem3/Trim12c/Trim30a/Usp15" 40 "" "" "BP"
"GO:0045089" "GO:0045089" "positive regulation of innate immune response" "38/760" "358/13317" 0.106145251396648 1.85991620111732 4.0575384308976 0.000163407512630475 0.0169226414299755 0.0163952903558382 "Alpk1/Brcc3/Card9/Cd14/Cd300lf/Cd36/Clec4e/Fcna/Fcnb/Gbp7/Havcr2/Hspa1b/Ifi203-ps/Ifi204/Ifi211/Irf7/Mefv/Nectin2/Nr1h3/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Plscr1/Raet1e/Rasgrp4/Riok3/Rsad2/Sec14l1/Slc15a2/Smpdl3b/Tax1bp1/Trem2/Trem3/Trim12c/Trim30a/Usp15" 38 "" "" "BP"
"GO:0046596" "GO:0046596" "regulation of viral entry into host cell" "10/760" "45/13317" 0.222222222222222 3.89385964912281 4.78372578484053 0.000177806830081201 0.0179754238220186 0.0174152654625899 "Bsg/Fcnb/Ifitm1/Ifitm3/Nectin2/Trim10/Trim12c/Trim30a/Trim34b/Trim58" 10 "" "" "BP"
"GO:0046501" "GO:0046501" "protoporphyrinogen IX metabolic process" "5/760" "11/13317" 0.454545454545455 7.96471291866029 5.68494863462391 0.000206804433746138 0.0204207354810721 0.0197843752039145 "Alas2/Hmbs/Ppox/Urod/Uros" 5 "" "" "BP"
"GO:0035457" "GO:0035457" "cellular response to interferon-alpha" "6/760" "17/13317" 0.352941176470588 6.1843653250774 5.26192895044918 0.000243448315341722 0.0234927624304762 0.022760670247738 "Ifi204/Ifit1/Oas1a/Oas1b/Oas1e/Oas1g" 6 "" "" "BP"
"GO:0033013" "GO:0033013" "tetrapyrrole metabolic process" "10/760" "47/13317" 0.212765957446809 3.72816349384099 4.60929604738409 0.000260232654482007 0.0245543966873467 0.0237892213734663 "Alas2/Ank1/Blvrb/Cyp2a5/Hebp1/Hmbs/Ppox/Slc6a9/Urod/Uros" 10 "" "" "BP"
"GO:0002218" "GO:0002218" "activation of innate immune response" "32/760" "295/13317" 0.108474576271186 1.9007314897413 3.8487371398612 0.0003580278046153 0.033047523008621 0.0320176810168557 "Alpk1/Brcc3/Cd14/Cd300lf/Cd36/Clec4e/Fcna/Fcnb/Gbp7/Havcr2/Hspa1b/Ifi203-ps/Ifi204/Ifi211/Irf7/Mefv/Nr1h3/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Riok3/Rsad2/Sec14l1/Slc15a2/Smpdl3b/Tax1bp1/Trem2/Trim12c/Trim30a/Usp15" 32 "" "" "BP"
"GO:0060339" "GO:0060339" "negative regulation of type I interferon-mediated signaling pathway" "7/760" "25/13317" 0.28 4.90626315789474 4.80935768417885 0.000372623855254888 0.0336629976470692 0.0326139759537761 "Isg15/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Usp18" 7 "" "" "BP"
"GO:0032602" "GO:0032602" "chemokine production" "16/760" "108/13317" 0.148148148148148 2.59590643274854 4.09670861529436 0.000397804823408193 0.0351891516706497 0.0340925712692811 "Ager/Aif1/Arg2/Card9/Cd24a/Havcr2/Lilrb4a/Mefv/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Selenok/Trem2/Trem3" 16 "" "" "BP"
"GO:0032642" "GO:0032642" "regulation of chemokine production" "15/760" "98/13317" 0.153061224489796 2.68199516648765 4.11139517858991 0.000419004632471329 0.0361013844273505 0.0349763766125607 "Ager/Aif1/Arg2/Card9/Cd24a/Havcr2/Lilrb4a/Mefv/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Selenok/Trem2" 15 "" "" "BP"
"GO:0009308" "GO:0009308" "amine metabolic process" "13/760" "78/13317" 0.166666666666667 2.92039473684211 4.18466753354428 0.000432161743811673 0.0361013844273505 0.0349763766125607 "Abat/Abhd4/Acmsd/Agtr1a/Gdpd3/Hnmt/Maoa/Oaz1/Pde1b/Sat1/Smox/Snca/Sult1a1" 13 "" "" "BP"
"GO:0035458" "GO:0035458" "cellular response to interferon-beta" "11/760" "59/13317" 0.186440677966102 3.26688224799286 4.29305746950015 0.000439373647167324 0.0361013844273505 0.0349763766125607 "Gbp7/Gm4841/Ifi204/Ifi211/Ifit1/Ifnb1/Iigp1/Oas1a/Oas1b/Oas1e/Oas1g" 11 "" "" "BP"
"GO:0052372" "GO:0052372" "modulation by symbiont of entry into host" "10/760" "50/13317" 0.2 3.50447368421053 4.36481511480346 0.000442127176218141 0.0361013844273505 0.0349763766125607 "Bsg/Fcnb/Ifitm1/Ifitm3/Nectin2/Trim10/Trim12c/Trim30a/Trim34b/Trim58" 10 "" "" "BP"
"GO:0031348" "GO:0031348" "negative regulation of defense response" "25/760" "212/13317" 0.117924528301887 2.06631703078451 3.85022851165773 0.000451214006768287 0.0361482013724179 0.035021734626623 "Arg2/Cd24a/Gpx1/Havcr2/Ifi203-ps/Ifnb1/Il22ra2/Isg15/Mdk/Mefv/Metrnl/Nr1h3/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Pparg/Serping1/Smpdl3b/Tnfaip6/Trafd1/Trem2/Usp15/Usp18" 25 "" "" "BP"
"GO:0046718" "GO:0046718" "symbiont entry into host cell" "15/760" "100/13317" 0.15 2.62835526315789 4.02099431865197 0.000522604224835624 0.0410921766417048 0.0398116434826046 "Agtr1a/Bsg/Cd300lf/Clec4g/Fcnb/Ifitm1/Ifitm3/Naip5/Nectin1/Nectin2/Trim10/Trim12c/Trim30a/Trim34b/Trim58" 15 "" "" "BP"
"GO:0001819" "GO:0001819" "positive regulation of cytokine production" "42/760" "435/13317" 0.096551724137931 1.69181488203267 3.60905602170715 0.000578498703567034 0.0446600999153751 0.0432683815031573 "Ager/Agtr1a/Aif1/Bsg/Camp/Card9/Cd14/Cd1d2/Cd244a/Cd300c2/Cd36/Cd55b/Clec4e/F3/Fcgr3/Fcna/Fcnb/Havcr2/Hspa1b/Ifi203-ps/Ifnb1/Il17rc/Il1rap/Irf7/Isg15/Lilra5/Lum/Mdk/Mefv/Naip5/Oas1a/Oas1b/Oas1e/Oas1g/Oas2/Oas3/Pnp2/Riok3/Rsad2/Selenok/Sphk1/Trem2" 42 "" "" "BP"
"GO:0042440" "GO:0042440" "pigment metabolic process" "10/760" "52/13317" 0.192307692307692 3.36968623481781 4.21201231900882 0.000614151358099604 0.046565833330195 0.0451147275837077 "Alas2/Blvrb/Cyp2a5/Grk3/Hebp1/Hmbs/Ppox/Slc6a9/Urod/Uros" 10 "" "" "BP"
"GO:0050777" "GO:0050777" "negative regulation of immune response" "22/760" "181/13317" 0.121546961325967 2.12979063681303 3.76492588267531 0.000644389156906244 0.0480013396530511 0.0465055000035014 "Arg2/Cd55b/Cd59a/Clec4g/Gpx1/Havcr2/Ifi203-ps/Ifnb1/Isg15/Lilrb4a/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Pparg/Serping1/Smpdl3b/Trafd1/Trem2/Usp15/Usp18" 22 "" "" "BP"
"GO:1901857" "GO:1901857" "positive regulation of cellular respiration" "6/760" "20/13317" 0.3 5.25671052631579 4.68665541261254 0.000657971654254945 0.0481680628270085 0.0466670276738353 "Iscu/Oas1a/Oas1b/Oas1e/Oas1g/Pink1" 6 "" "" "BP"
"GO:0002221" "GO:0002221" "pattern recognition receptor signaling pathway" "28/760" "255/13317" 0.109803921568627 1.92402476780186 3.66521626440808 0.000674854816076457 0.0484757122099448 0.0469650899463183 "Alpk1/Brcc3/Cd14/Cd300lf/Cd36/Clec4e/Fcna/Fcnb/Havcr2/Hspa1b/Ifi203-ps/Irf7/Mefv/Nr1h3/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Riok3/Rsad2/Sec14l1/Slc15a2/Smpdl3b/Tax1bp1/Trem2/Trim30a/Usp15" 28 "" "" "BP"
"GO:0045824" "GO:0045824" "negative regulation of innate immune response" "14/760" "92/13317" 0.152173913043478 2.66644736842105 3.94583042711649 0.000685007709043026 0.0484757122099448 0.0469650899463183 "Havcr2/Ifi203-ps/Isg15/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Pparg/Serping1/Smpdl3b/Trafd1/Usp15/Usp18" 14 "" "" "BP"
"GO:0044409" "GO:0044409" "symbiont entry into host" "15/760" "103/13317" 0.145631067961165 2.55180122636689 3.88945090670037 0.000718640791277216 0.0492361955165185 0.0477018747250798 "Agtr1a/Bsg/Cd300lf/Clec4g/Fcnb/Ifitm1/Ifitm3/Naip5/Nectin1/Nectin2/Trim10/Trim12c/Trim30a/Trim34b/Trim58" 15 "" "" "BP"
"GO:0140374" "GO:0140374" "antiviral innate immune response" "10/760" "53/13317" 0.188679245283019 3.30610724925521 4.13838528769792 0.000718945860109314 0.0492361955165185 0.0477018747250798 "Ifit3b/Oas1a/Oas1b/Oas1e/Oas1g/Oas2/Oas3/Oasl2/Usp18/Zdhhc1" 10 "" "" "BP"
"GO:0001906" "GO:0001906" "cell killing" "22/760" "184/13317" 0.119565217391304 2.09506578947368 3.67974643465249 0.000805385187467589 0.0542804048569426 0.0525888941123364 "Ager/Apol11a/Camp/Ccl21a/Ccl22/Cd1d2/Cd59a/Ctsg/Cxcl12/Cxcl9/Fcgr3/Fcgr4/Gbp7/H2-Q10/H2-Q2/Havcr2/Ighg1/Nectin2/Pik3r6/Raet1d/Raet1e/Trem3" 22 "" "" "BP"
"GO:0032102" "GO:0032102" "negative regulation of response to external stimulus" "31/760" "297/13317" 0.104377104377104 1.82893407761829 3.55421314477553 0.000843431356295901 0.0559563990442562 0.0542126602040194 "Aif1/Arg2/C5ar2/Cd24a/Fabp7/Gpx1/Havcr2/Ifi203-ps/Ifnb1/Il22ra2/Isg15/Mdk/Mefv/Metrnl/Nr1h3/Oas1a/Oas1b/Oas1e/Oas1g/Oas3/Plaur/Pparg/Prdx2/Serping1/Smpdl3b/Thbd/Tnfaip6/Trafd1/Trem2/Usp15/Usp18" 31 "" "" "BP"
